	d1	d2	chat	sentences	date
0	-37.608204	16.222048	O Município	Ⓜ️ Entre em nosso *canal* no *Telegram*: t	2021-02-02
1	11.861585	-19.0743	O Município	*36,62% das urnas apuradas!* Acompanhe *apuração dos votos* na live do jornal O Município: 	2020-11-15
2	3.231364	8.125775	O Município	*11 pessoas já foram identificadas*	2020-12-17
3	-11.907925	6.3731976	O Município	Ⓜ️ *Curta* nossa página no *Facebook:* facebook	2021-02-06
4	-19.03734	-3.1941333	O Município	*Tudo o que você precisa para curtir o melhor da estação está aqui	2021-01-08
5	-2.2038987	0.72339505	O Município	🌀 *Detergente Pó Omo Sanitiza Lavagem Perfeita Cxa 800g - R$6,99 un	2021-01-08
6	-9.474609	3.3836188	O Município	☀️ *Cadeira de Praia Bel-Fix Alumínio 8 Posições - R$99,90 un	2021-01-08
7	-9.462504	3.41378	O Município	☀️ *Cadeira de Praia Bel-Fix Alumínio Alta - R$69,90 un	2021-01-08
8	-30.458458	14.01538	O Município	_Siga nossas redes sociais e confira essas e muitas outras ofertas!_	2021-01-08
9	-5.413244	4.149364	O Município	_Ofertas válidas de 08 a 10/01/2021_	2021-01-08
10	-11.913342	6.3732686	O Município	Ⓜ️ *Curta* nossa página no *Facebook*: facebook	2021-02-03
11	-37.618626	16.215616	O Município	Ⓜ️ Entre em nosso canal no Telegram: t	2021-02-02
12	9.817725	-17.39723	Gazeta do Povo Local	🎧 *Podcast* | O otimismo curitibano, a 1ª pesquisa e a eleição para prefeito	2020-10-08
13	-40.44792	-10.527064	Gazeta do Povo Local	 Ouça no Pequeno Expediente ⏩ 	2020-10-08
14	-25.526644	9.30778	Gazeta do Povo Local	 Notícias de política e do Paraná chegando pra você, direto do forno	2020-10-14
15	-25.629005	13.070274	Gazeta do Povo Local	 Acompanhe aqui e no site ⏩ bit	2020-10-14
16	-25.442947	10.044356	Gazeta do Povo Local	 Separamos alguns destaques do noticiário paranaense pra você	2021-02-10
17	26.888256	-11.146408	Gazeta do Povo Local	😷 Paraná já tem mais de 375 mil registros de coronavírus e 7,2 mil mortes ⏩ 	2020-12-21
18	34.244953	10.141795	Gazeta do Povo Local	➕ Saiba mais sobre o combate ao coronavírus e a atualização da pandemia em Curitiba e no Paraná 👉 bit	2020-12-21
19	39.8237	14.417491	Gazeta do Povo Local	👉🏻 *Ação inovadora* | Como a pandemia acelerou a virada da transformação digital nas empresas ⏩ 	2020-09-28
20	-27.608624	10.52221	Gazeta do Povo Local	 E com ela os destaques do noticiário local pra você se atualizar antes da pausa do fim de semana	2021-01-22
21	-29.909166	-2.1371615	Gazeta do Povo Local	 Boa leitura, bom descanso e até segunda 📲 bit	2021-01-22
22	8.880143	-2.2877176	Gazeta do Povo Local	"🟡 *Eleição em Curitiba* | ""Economia do cuidado"": Letícia Lanz propõe política pública voltada para o bem-estar social ⏩ "	2020-11-10
23	27.194494	-10.629144	Gazeta do Povo Local	😷 Cerca de 70% dos infectados pelo coronavírus no Paraná estão recuperados ⏩ 	2020-09-15
24	34.245316	10.1426	Gazeta do Povo Local	✳  Saiba mais sobre o *combate ao coronavírus e a atualização da pandemia* em Curitiba e no Paraná 👉 bit	2020-09-15
25	-14.114513	-0.6342742	Gazeta do Povo Local	"📞 Tem dúvidas? Confira os contatos: *Curitiba*: 41 33509000 ou envie a palavra ""Coronavírus"" para 41 998762903"	2020-09-15
26	-38.93171	13.822973	Gazeta do Povo Local	 *Paraná*: 08006444414 ou 41 991173500 ou mande mensagem pelo WhatsApp para 41 33304414	2020-09-15
27	38.237846	-1.8771312	Gazeta do Povo Local	💉 *Pandemia* | Acordo entre Paraná e Rússia para vacina da Covid atrasa: testes nem começaram ⏩ 	2020-12-07
28	8.479377	-5.4818654	Gazeta do Povo Local	👀  *Viu essa?* | Sanepar usa avião para fazer chover na crise da falta de água em Curitiba e RMC ⏩ 	2021-01-15
29	2.3568382	5.785672	Gazeta do Povo Local	💵 Ex-governadores alegam idade avançada para tentar recuperar aposentadorias vitalícias ⏩ 	2020-12-09
30	-8.901475	-14.094929	Gazeta do Povo Local	🗳️ *Eleições 2020* | Mais de dez deputados disputam prefeituras; parentes também estão na corrida ⏩ 	2020-10-08
31	26.888218	-11.146078	Gazeta do Povo Local	😷 Paraná já tem mais de 375 mil registros de coronavírus e 7,2 mil mortes ⏩ 	2020-12-21
32	34.250397	10.143073	Gazeta do Povo Local	➕ Saiba mais sobre o combate ao coronavírus e a atualização da pandemia em Curitiba e no Paraná 👉 bit	2020-12-21
33	-25.451382	9.975317	Gazeta do Povo Local	 Veja o que separamos do noticiário paranaense pra você	2020-11-04
34	-12.751963	-0.83688337	Gazeta do Povo Local	 Claro que no site tem muito mais	2020-11-04
35	2.8365135	-10.715883	Gazeta do Povo Local	🚗 Tecnologia e custo Brasil são os grandes desafios da indústria automotiva do Paraná ⏩ 	2021-01-19
36	40.00652	14.261528	Gazeta do Povo Local	⚖️ Em meses, pandemia fez Judiciário adotar inovações que poderiam demorar décadas ⏩ 	2020-10-13
37	40.767155	-11.095884	Gazeta do Povo Local	👀 *Viu essa?* | Curitiba fecha parceria com Doria e será uma das primeiras cidades a receber vacina ⏩ 	2020-12-07
38	-1.4364518	3.0352452	Gazeta do Povo Local	📑 DER publica novo edital para estudos técnicos e ambientais da Ponte de Guaratuba ⏩ 	2021-01-12
39	-28.928469	-1.026933	Gazeta do Povo Local	Boa tarde! Sexta-feira diferente, com as eleições para prefeito e vereador batendo à porta	2020-11-13
40	-9.128011	-12.326536	Gazeta do Povo Local	 Já escolheu seus candidatos? A gente tenta ajudar	2020-11-13
41	-24.481041	11.384446	Gazeta do Povo Local	 Confira os destaques que separamos pra você 📲 bit	2020-11-13
42	14.602648	-14.205951	Gazeta do Povo Local	📉 Endividamento dos paranaenses cai para o menor nível desde abril ⏩ 	2020-11-09
43	7.5504484	1.084008	Gazeta do Povo Local	⚠️ *Coluna do Roger Pereira* | Greca responde ataques de Francischini, justifica contratos e diz que vai processá-lo ⏩ 	2020-11-06
44	-23.218994	0.58932114	Gazeta do Povo Local	Olá! Tudo bem? Veja as novidades da última segunda-feira do ano	2020-12-28
45	27.48572	-9.645691	Gazeta do Povo Local	😷 Paraná tem dia com maior número de casos de coronavírus desde recorde em agosto ⏩ 	2020-09-17
46	34.245316	10.1426	Gazeta do Povo Local	✳  Saiba mais sobre o *combate ao coronavírus e a atualização da pandemia* em Curitiba e no Paraná 👉 bit	2020-09-17
47	1.0011054	-11.793826	Gazeta do Povo Local	⚡ VIU ESSA?: Valor mínimo para venda da Copel Telecom é definido em edital: R$ 1,4 bilhão ⏩ 	2020-09-17
48	-4.3729	11.598733	Gazeta do Povo Local	 Dia agitado no noticiário paranaense	2021-02-03
49	-25.212633	11.833779	Gazeta do Povo Local	 Separamos alguns dos principais destaques pra você, mas tem mais no site	2021-02-03
50	-23.954054	1.4103551	Gazeta do Povo Local	 Entramos na semana do Natal com muita notícia paranaense pra você	2020-12-21
51	-25.18332	12.908313	Gazeta do Povo Local	 Confira alguns destaques aqui e leia mais no site 📲 bit	2020-12-21
52	5.0675855	-4.340059	Gazeta do Povo Local	Assembleia rompe com TV Icaraí, empresa citada no acordo de leniência da J	2020-11-23
53	28.130878	-11.248717	Gazeta do Povo Local	663 casos de coronavírus e 19 mortes por Covid-19 ⏩ 	2021-01-11
54	34.244953	10.141795	Gazeta do Povo Local	➕ Saiba mais sobre o combate ao coronavírus e a atualização da pandemia em Curitiba e no Paraná 👉 bit	2021-01-11
55	-24.987602	10.848955	Gazeta do Povo Local	 Antes de desligar tudo pra descansar, veja alguns dos principais destaques do noticiário	2020-09-18
56	-30.130424	-2.382493	Gazeta do Povo Local	  Bom fim de semana e até segunda	2020-09-18
57	4.641463	4.068301	Gazeta do Povo Local	🔵 Eleição em Curitiba | Francischini diz que ficou mais maduro com 29 de abril: “preparado para ser prefeito” ⏩ 	2020-11-13
58	10.671785	-14.801317	Gazeta do Povo Local	📖 Quem foi Borges de Macedo, o primeiro prefeito de Curitiba ⏩ 	2020-10-28
59	8.5934105	-2.7574785	Gazeta do Povo Local	🟣 *Eleição em Curitiba* | Marisa Lobo propõe cloroquina nos postos e quer tornar Curitiba capital pró-vida ⏩ 	2020-11-10
60	1.8071386	0.16015242	Gazeta do Povo Local	📖 Dos bondinhos ao Paço: a trajetória do prefeito Cândido de Abreu ⏩ 	2020-11-05
61	17.092167	-6.134512	Gazeta do Povo Local	😷 Com casos estabilizados, Paraná reduz leitos exclusivos para Covid-19 ⏩ 	2020-10-14
62	34.245316	10.1426	Gazeta do Povo Local	✳  Saiba mais sobre o *combate ao coronavírus e a atualização da pandemia* em Curitiba e no Paraná 👉 bit	2020-10-14
63	-14.114522	-0.6342848	Gazeta do Povo Local	"📞 Tem dúvidas? Confira os contatos: *Curitiba*: 41 33509000 ou envie a palavra ""Coronavírus"" para 41 998762903"	2020-10-14
64	-38.93171	13.822973	Gazeta do Povo Local	 *Paraná*: 08006444414 ou 41 991173500 ou mande mensagem pelo WhatsApp para 41 33304414	2020-10-14
65	3.502624	4.306515	Gazeta do Povo Local	🏫 Ratinho Junior nomeia Stephanes para comando da Agepar; mandato é de 4 anos	2020-10-27
66	28.121174	-11.192255	Gazeta do Povo Local	743 casos de coronavírus e 55 mortes por Covid-19 ⏩ 	2021-01-20
67	34.244953	10.141795	Gazeta do Povo Local	➕ Saiba mais sobre o combate ao coronavírus e a atualização da pandemia em Curitiba e no Paraná 👉 bit	2021-01-20
68	4.974593	-10.557673	Gazeta do Povo Local	🚗 Audi encerra produção de A3 e coloca em xeque continuidade de operação no Paraná ⏩ 	2020-12-18
69	11.434246	-17.420351	Gazeta do Povo Local	 Eleições praticamente definidas em todo Paraná	2020-11-16
70	8.898415	-19.590261	Gazeta do Povo Local	 Apenas a cidade de Ponta Grossa terá segundo turno	2020-11-16
71	-24.257277	11.635178	Gazeta do Povo Local	 Confira os principais destaques	2020-11-16
72	-3.0134494	3.6405337	Gazeta do Povo Local	🤝 *Todos contra a Covid* | 🎄Ceia de Natal mais cedo (	2020-12-23
73	-3.91856	-3.6525335	Gazeta do Povo Local	ly/3mIi7sB); 🚧 barreiras sanitárias nas estradas para o Litoral (	2020-12-23
74	-4.1537423	-3.4736109	Gazeta do Povo Local	ly/3mL0l83); e 👍 isolamento para quem voltar de viagem (	2020-12-23
75	29.383656	-8.343007	Gazeta do Povo Local	 *É possível curtir o Natal sem descuidar do coronavírus	2020-12-23
76	34.244953	10.141795	Gazeta do Povo Local	➕ Saiba mais sobre o combate ao coronavírus e a atualização da pandemia em Curitiba e no Paraná 👉 bit	2020-12-23
77	9.410211	-4.810483	Gazeta do Povo Local	🚰 Rodízio e economia de água eliminam risco de colapso da Sanepar até setembro ⏩ 	2021-01-26
