	d1	d2	chat	sentences	date
0	22.869463	-11.870597	Pública	▪ No município de Itamarandiba, no interior de Minas Gerais, um aterro ilegal abrigou por cerca de quatro décadas um depósito ilegal do agrotóxico aldrin, um veneno letal, extremamente poluente e banido em mais de 100 países, incluindo no Brasil	2020-12-08
1	-6.5748787	41.1753	Pública	 A retirada do produto só ocorreu em maio de 2019, após o Ministério Público de Minas Gerais instaurar, a pedido da comunidade, um inquérito que comprovou a contaminação	2020-12-08
2	-13.511573	-10.07788	Pública	▪ Apesar da retirada, os efeitos do veneno na comunidade permanecem e a empresa se recusa a pagar indenização	2020-12-08
3	-8.178288	44.374138	Pública	 O aldrin faz parte do grupo dos organoclorados, é facilmente absorvido pela pele e classificado pela Agência Internacional de Pesquisa em Câncer (IARC) como provável cancerígeno para o ser humano e animais, com evidências que o relacionam ao surgimento de câncer de mama e outros problemas	2020-12-08
4	-12.220771	-4.8444543	Pública	 “Fomos ao aterro e comprovamos que era verdade	2020-12-08
5	-30.158133	13.493564	Pública	 Senti um mal estar, dor de cabeça, boca amarga, garganta pinicando	2020-12-08
6	5.1180983	-8.332167	Pública	 E fiquei indignado”, diz o motorista Frederico Macário	2020-12-08
7	-28.421087	-34.412094	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2020-12-08
8	16.603594	-7.9597707	Pública	▪ Levantamento exclusivo da Agência Pública e Repórter Brasil revela um desvio no uso de agrotóxicos: eles estão sendo utilizados para *matar e ameaçar pessoas*	2021-01-13
9	-20.435703	25.961967	Pública	 Houve 32 homicídios com os produtos na última década	2021-01-13
10	-10.81359	41.6366	Pública	▪ Os venenos foram usados como *armas* em 305 casos de tentativa de envenenamento com pesticidas no período, de acordo com dados do Sistema de Agravos de Notificação (Sinan)	2021-01-13
11	-17.154722	20.451344	Pública	 Em 77% dos casos a violência ocorreu dentro de casa	2021-01-13
12	-29.256187	-34.94783	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp_ 	2021-01-13
13	28.695578	14.5045395	Pública	▪ Com uma média de um pedido de impeachment a cada 11 dias de governo, Jair Bolsonaro ultrapassa a ex-presidente Dilma Rousseff e se torna o chefe do Executivo com mais pedidos de afastamento da história do Brasil	2021-02-03
14	28.187033	15.677663	Pública	▪ Quando deputado federal, Bolsonaro também protocolou um pedido contra a petista pelos mesmos crimes dos quais é acusado hoje: improbidade administrativa, abuso de poder e falta de decoro	2021-02-03
15	14.671519	12.690172	Pública	 No aditamento de seu pedido, ele acusou Dilma de fazer “oposição direta ao livre exercício do Poder Judiciário”	2021-02-03
16	14.339802	13.241143	Pública	 Hoje, ele é acusado de atos antidemocráticos contra o Supremo Tribunal Federal	2021-02-03
17	-28.715916	-35.214577	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp 	2021-02-03
18	22.933655	-24.413546	Pública	▪ Há uma década a *Agência Pública* faz jornalismo de impacto, que combate as violações de direitos humanos e luta pela democracia brasileira	2020-12-17
19	-20.10802	-2.395233	Pública	 Mas para continuarmos fazendo nosso trabalho e incomodando os poderosos, precisamos de você	2020-12-17
20	-19.561964	-25.374918	Pública	▪ Contribua e ganhe: leitores e leitoras que se tornarem membros do nosso programa de Aliados este mês doando a partir de R$ 50/mês ganharão o livro comemorativo de dez anos da Agência Pública	2020-12-17
21	21.820127	-26.532742	Pública	▪ Fundada por mulheres, somos a primeira agência de jornalismo investigativo sem fins lucrativos do Brasil	2020-12-17
22	6.997623	21.555159	Pública	 Nossas reportagens denunciam governos corruptos, os impactos sociais e ambientais de empresas, a violência contra populações vulneráveis na cidade e no campo	2020-12-17
23	-28.788366	-34.896168	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2020-12-17
24	19.252491	-5.007172	Pública	▪ No último domingo, 85 municípios brasileiros elegeram prefeitos e vices multados por crimes ambientais	2020-11-18
25	23.737823	-5.5414844	Pública	 Um quarto deles governarão cidades na Amazônia Legal, especialmente nos estados do Pará e Mato Grosso	2020-11-18
26	20.102058	-5.102093	Pública	▪ Em Trairão, no Pará,  o prefeito eleito, Valdinei José Ferreira (conhecido como Django), foi condenado em abril deste ano, em primeira instância, por destruir 1,3 mil hectares da floresta amazônica	2020-11-18
27	20.114779	-5.0903635	Pública	 Seu vice, Maurício de Lima Santos, foi denunciado por desmatamento e por entrar sem autorização na Floresta Nacional do Trairão com máquinas para explorar a área	2020-11-18
28	-8.444251	3.58036	Pública	 Juntos acumulam mais de R$ 6,6 milhões em multas ambientais	2020-11-18
29	-28.307436	-34.792465	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2020-11-18
30	28.160337	14.496987	Pública	▪ NO AR! O Pauta Pública desta semana conversa com as repórteres da *Agência Pública* Ethel Rudnitzki e Laura Scofield, responsáveis por reunir todos os pedidos de impeachment contra o presidente Jair Bolsonaro, maior recordista em pedidos de afastamento da história do Brasil	2021-02-12
31	26.499277	6.646011	Pública	▪ O número que chegou a 70 foi ignorado pelo ex-presidente da Câmara, Rodrigo Maia, e permanece na mesa de seu sucessor, Arthur Lira	2021-02-12
32	28.44508	15.871936	Pública	 De acordo com as jornalistas, existem alguns fatos curiosos na conjuntura política sobre pedidos de impedimento: Bolsonaro é acusado dos mais variados crimes de responsabilidade por pessoas e organizações de todas as ideologias possíveis	2021-02-12
33	2.7300797	-35.25985	Pública	_Agora o Pauta Pública faz parte da rede Guarda-Chuva, que reúne diversos podcasts feitos por jornalistas	2021-02-12
34	-28.715916	-35.214577	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp 	2021-02-12
35	3.8778164	-24.458094	Pública	▪ Novo podcast da Agência Pública traz os avanços, as descobertas e obstáculos enfrentados por pesquisadores que buscam novos tratamentos para problemas de saúde mental com substâncias psicodélicas ou proibidas no Brasil	2021-01-22
36	3.8585575	-24.471312	Pública	▪ Em três episódios, o podcast irá mostrar o que vem sendo feito para tratar ansiedade, depressão, transtorno de estresse pós-traumático e dependência química nesse campo e também explica as questões, dilemas e potenciais que cercam a “ciência psicodélica”, que explora as virtudes terapêuticas dos estados alterados de consciência	2021-01-22
37	-13.904088	-34.3724	Pública	▪ Ouça agora na sua plataforma de streaming favorita: 	2021-01-22
38	-30.505404	2.4336832	Pública	▪ PAUTA PÚBLICA NO AR! Prestes a completar mil dias desde o assassinato da vereadora Marielle Franco e do motorista Anderson Gomes, recebemos a jornalista Vera Araújo, coautora do livro Mataram Marielle, onde conta detalhes de sua investigação que foi crucial para novas descobertas do caso	2020-12-04
39	-7.056058	0.3046716	Pública	▪ Até hoje não se sabe quem foi o mandante do assassinato da vereadora	2020-12-04
40	-9.60968	-1.6697873	Pública	 Segundo a jornalista, o caso apresentou uma série de erros na apuração, desde a perícia até a coleta de depoimentos das testemunhas	2020-12-04
41	-13.902273	-34.371643	Pública	▪ Ouça em sua plataforma de streaming favorita: 	2020-12-04
42	-28.916151	-34.322517	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2020-12-04
43	14.537934	-6.252409	Pública	▪ Uma conversa por viva-voz foi suficiente para que a Justiça sentenciasse o educador Fernando Henrique dos Santos a oito anos de prisão por roubo e formação de quadrilha	2021-02-10
44	17.327023	1.1414733	Pública	 A sentença foi dada com base no relato de uma única vítima que aponta “familiaridade” com sua voz, mesmo que um réu confesso do assalto afirme que Fernando seja inocente	2021-02-10
45	14.762832	-18.451353	Pública	▪ Jovem negro e sem antecedentes criminais, o educador é voluntário em um projeto de futebol para crianças e adolescentes na comunidade do Jardim Bandeirantes, zona sul de São Paulo, e resta à família, amigos e alunos lutarem para provar sua inocência	2021-02-10
46	-28.752775	-35.21317	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp 	2021-02-10
47	7.2280245	17.807793	Pública	▪ A eleição deste ano pode ser uma das mais violentas desde a redemocratização: pelo menos dez candidatos foram assassinados desde setembro e quase 80 pessoas foram mortas por motivações políticas desde o início do ano	2020-11-10
48	35.227474	-16.804686	Pública	 Por isso, estamos monitorando casos de violência política no país e precisamos do *seu relato*	2020-11-10
49	-26.284672	-33.021294	Pública	👉 Mensagem no WhatsApp para (11) 98886-9401	2020-11-10
50	-31.655758	-39.308586	Pública	📢 Não se deixe intimidar, denuncie e compartilhe esta iniciativa com um amigo	2020-11-10
51	-28.416513	-34.420647	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2020-11-10
52	34.797836	10.444155	Pública	▪ Levantamento da Agência Pública mostra que canal do presidente Jair Bolsonaro no YouTube leva usuários a vídeos de apoiadores que disseminam desinformação sobre a pandemia de coronavírus, publicam conteúdos contra as instituições e são investigados pelo Supremo Tribunal Federal (STF) por associação a atos antidemocráticos	2021-01-05
53	-6.208313	-7.63682	Pública	▪ Como o algoritmo é baseado na técnica de machine learning, ou seja, uma espécie de aprendizado automatizado, os canais não podem escolher que vídeos serão relacionados a ele	2021-01-05
54	-12.609927	-9.242998	Pública	 Mas há maneiras de influenciar indiretamente as recomendações	2021-01-05
55	-12.666921	-23.32899	Pública	 “Um canal tem a opção de utilizar algumas palavras de descrição [nos seus vídeos], pode escolher temáticas e dessa maneira escolher um bocadinho o seu nicho temático”, explica especialista	2021-01-05
56	-28.899496	-34.31902	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2021-01-05
57	32.125343	-20.380325	Pública	▪ Em entrevista à *Agência Pública*, o ex-candidato a prefeito de São Paulo e líder do MTST Guilherme Boulos afirma que a unidade do campo progressista é essencial, mas sozinha não derrotará o bolsonarismo	2020-12-10
58	32.14283	-20.419193	Pública	 Boulos explica que é necessário “um trabalho de base, que se traduz na ideia de uma presença da esquerda nas periferias dialogando, escutando, construindo redes de solidariedade para além de discurso político, construindo vínculo concreto, construindo relações de reconhecimento e acolhimento nos espaços sociais”	2020-12-10
59	9.199654	10.040235	Pública	▪ Sua campanha para a prefeitura se baseou na solidariedade como organizador político: “Qual foi a mensagem da minha campanha com a Erundina a todo momento? A de que a gente precisa de uma prefeitura, de um poder público, voltado para as pessoas, com capacidade de sentir o sofrimento das pessoas, com capacidade de ter empatia”, conta	2020-12-10
60	-28.447474	-34.382736	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2020-12-10
61	-6.103157	24.343954	Pública	▪ Na corrida contra o tempo para salvar familiares com Covid-19, moradores de Manaus relatam abuso nos preços e desespero para juntar dinheiro em meio ao colapso da saúde	2021-01-19
62	-23.891148	0.7727588	Pública	▪ A reportagem apurou que o mesmo kit de 5 litros vendido a R$5	2021-01-19
63	-9.263313	3.1242785	Pública	990 pela empresa Medic Center é vendido por três vezes menos nas lojas de São Paulo, que cobram, aproximadamente, R$1	2021-01-19
64	18.810137	-11.081548	Pública	 Vendedores de São Paulo que preferem não se identificar afirmaram que o valor cobrado pela suposta empresa é “exorbitante”	2021-01-19
65	-29.332943	-34.60755	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp_ 	2021-01-19
66	16.6943	20.610132	Pública	▪ Autora do livro “Os oligarcas americanos”, Andrea Bernstein explica em entrevista à Agência Pública que, ao deixar a presidência, Donald Trump terá que prestar contas à Justiça de Nova York em um caso criminal por fraude bancária e fiscal	2021-01-19
67	13.067675	17.653584	Pública	▪ Ela alerta que a saída do ex-presidente americano da Casa Branca não põe fim ao trumpismo, e que os Estados Unidos precisam de um processo de reconciliação nacional para que o povo restaure a confiança nas instituições	2021-01-19
68	-11.032232	-2.2000356	Pública	 “Há milhões de pessoas que tiveram suas cabeças preenchidas com as mentiras de Trump, e essa é uma situação muito, muito perigosa”	2021-01-19
69	-29.271528	-34.907368	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp_ 	2021-01-19
70	2.5647166	-2.5111017	Pública	▪ Documentos obtidos pela *Agência Pública* revelam uma nova denúncia contra a rede educacional Laureate, vendida ao grupo Ânima no início deste mês: fraude em reconhecimento de curso presencial de graduação diante do Ministério da Educação (MEC)	2020-11-13
71	-22.921017	5.104432	Pública	 Ação Civil Pública do MPF aponta que irregularidade pode afetar estudantes de faculdades como Anhembi Morumbi (SP), Universidade Potiguar (RN), Unifacs (BA) e Uniritter (RS)	2020-11-13
72	14.290789	-8.94832	Pública	▪ Já desligada do grupo, ex-professora da Unifacs de Feira de Santana, na Bahia, recebeu em casa atas de reuniões que alega nunca terem ocorrido para que ela assinasse	2020-11-13
73	-14.032896	-6.067114	Pública	 Quando era funcionária da instituição conta ter ouvido que “ninguém está te perguntando se você concorda com isso; é pra ser feito”, ao discordar dos métodos	2020-11-13
74	-28.891205	-34.319942	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2020-11-13
75	28.357285	9.770817	Pública	▪ O cientista político Cláudio Couto, coordenador do mestrado em Gestão e Políticas Públicas da FGV-SP, analisa as vitórias de Arthur Lira (PP-AL) e de Rodrigo Pacheco (DEM-MG), ambos apoiados por Jair Bolsonaro, na presidência da Câmara e do Senado	2021-02-02
76	30.361876	13.783637	Pública	 Para Couto, Bolsonaro tem uma base maior no Congresso para passar sua agenda, mas sequer consegue formular uma	2021-02-02
77	4.0721717	-2.7945395	Pública	▪ De acordo com o cientista político, o Centrão pode romper a qualquer momento com o presidente da República se ele deixar de ser útil: “O Centrão é um “exército mercenário”, como o Celso Rocha de Barros usou essa expressão	2021-02-02
78	-11.836874	-8.266263	Pública	 Ou aquela ideia de que o Centrão ninguém compra, só aluga	2021-02-02
79	-14.777251	-5.8153086	Pública	 Então, você não pode confiar que, estando com o Centrão hoje, ele vai estar com ele amanhã”	2021-02-02
80	-28.648603	-35.21083	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp 	2021-02-02
81	27.172607	18.079613	Pública	▪ O presidente Jair Bolsonaro bateu o próprio recorde e tornou 2020 o ano com o maior número de aprovações de agrotóxicos na história	2021-01-18
82	-16.842627	13.515619	Pública	 Foram 493 produtos aprovados, um número ainda maior do que 2019, antigo recordista	2021-01-18
83	22.754637	-11.748021	Pública	▪ Quase um terço dos mais de 3 mil produtos agrotóxicos comercializados no Brasil recebeu registro durante os dois anos de governo Bolsonaro	2021-01-18
84	-4.7120094	-21.124193	Pública	 Foram, em média, quase 10 produtos agrotóxicos liberados por semana em 2020	2021-01-18
85	-15.758886	32.107456	Pública	 E 90% das aprovações ocorreram após o início da pandemia	2021-01-18
86	-29.267845	-34.92041	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp_ 	2021-01-18
87	24.240177	-21.909197	Pública	▪ Liderado por Julian Assange, o WikiLeaks publicou há 10 anos o maior vazamento da história do jornalismo	2020-11-30
88	24.23099	-21.928194	Pública	 A codiretora da *Agência Pública* Natalia Viana foi uma das jornalistas que trabalhou com Assange na época e conta que diferentes governos “agiram sorrateiramente para destruir uma das mentes mais brilhantes” de sua geração	2020-11-30
89	-3.3340268	-6.1731906	Pública	▪ Natalia revela detalhes do processo de publicação que chacoalhou o mundo neste texto inédito	2020-11-30
90	15.046943	-34.950195	Pública	 “Nós sabíamos que estávamos correndo perigo pelo simples fato de estarmos fazendo jornalismo	2020-11-30
91	-28.856014	-34.313107	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2020-11-30
92	-20.936472	-10.4124155	Pública	‎Você está conversando com uma conta comercial	2020-11-04
93	4.7663865	-8.208263	Pública	"▪ Com o romance ""Torto Arado"", que conta a história das irmãs Bibiana e Belonísia em uma fazenda no sertão da Bahia, o escritor baiano Itamar Vieira Junior alcançou importantes prêmios literários nacionais e internacionais"	2021-02-04
94	-14.114266	-3.4410975	Pública	 Mas ele garante que há coisas mais valiosas na vida do que essas distinções	2021-02-04
95	-10.001082	0.90410614	Pública	 “Tudo que aprendi com os camponeses, quilombolas e trabalhadores rurais eu não trocaria por nenhum título acadêmico ou prêmio”, afirma	2021-02-04
96	14.454745	-5.5239396	Pública	▪ Nesta entrevista à Agência Pública, Vieira Junior fala ainda sobre as dificuldades de se trabalhar no Incra sob o governo Bolsonaro – “vivemos um momento em que estamos esgotados” – e se diz um “otimista incorrigível”, apesar do período turbulento que o país vive	2021-02-04
97	-4.0243745	-5.234268	Pública	 “Vejo um engajamento mais profundo dos movimentos indígenas, quilombola, dos sem-terra”, explica	2021-02-04
98	-28.617514	-35.2051	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp 	2021-02-04
99	1.1724694	40.12559	Pública	▪ Primeira indígena a tomar vacina contra a Covid-19, Vanda Ortega Witoto denuncia a falta de plano de vacinação para povos que vivem em cidades, como a sua própria comunidade	2021-01-20
100	-15.377816	34.721237	Pública	 Ela é moradora do Parque das Tribos, bairro onde vivem indígenas de diversos povos em Manaus, cidade que enfrenta pela segunda vez o colapso no sistema de saúde por conta da pandemia	2021-01-20
101	1.1160926	40.239723	Pública	▪ Embora emocionada por ter recebido a primeira dose da vacina, Vanda denuncia a situação causada pela Covid-19 no Parque das Tribos, onde o atendimento improvisado aos pacientes é prestado por profissionais de saúde indígenas moradores do bairro	2021-01-20
102	-21.43182	0.4305862	Pública	 “Estamos montando uma estrutura para atender nossos parentes dentro da comunidade, a partir de doações	2021-01-20
103	-29.254644	-34.954895	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp_ 	2021-01-20
104	-5.238015	31.093939	Pública	▪ Epidemiologista Ethel Maciel alerta que a situação em Manaus é um sinal do que pode ocorrer em outras partes do país, como em São Paulo, onde tanto a capital quanto cidades do interior já registram alta de mortes em decorrência do coronavírus	2021-01-15
105	32.07346	25.853455	Pública	 “Nesta pandemia, o que aconteceu primeiro em Manaus sempre aconteceu depois no resto do Brasil	2021-01-15
106	-5.3075	-18.693222	Pública	 Manaus sempre está na frente e depois a gente vai seguindo”, destaca	2021-01-15
107	6.2534113	36.877197	Pública	▪ Professora titular da Ufes, ela diz que a vacinação é a melhor saída para restringir a circulação do vírus	2021-01-15
108	-1.6589006	37.219627	Pública	 “Se demorarmos um ano inteiro para atingirmos a cobertura vacinal, passaremos 2021 todo de um jeito muito semelhante a 2020	2021-01-15
109	-29.269829	-34.914894	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp_ 	2021-01-15
110	-12.7812805	0.94790936	Pública	▪ Fraude, pressão sob membros para obter dinheiro, métodos abusivos para ficar com a herança de idosos	2021-01-14
111	17.774637	-7.839438	Pública	 Essas são algumas das acusações contra a Opus Dei no Uruguai e na Argentina	2021-01-14
112	20.967003	-9.100878	Pública	 A instituição ultraconservadora ligada à Igreja Católica também atua no Brasil	2021-01-14
113	6.19243	-12.195055	Pública	▪ Ex-membro que atualmente é um reconhecido advogado em Buenos Aires relata que “havia um sacerdote que identificava pessoas idosas com dinheiro e sem herdeiros entre os colaboradores, especialmente entre as colaboradoras	2021-01-14
114	-12.275591	-6.2420635	Pública	 E então nos mandavam fazer visitas a elas, tomar um chá	2021-01-14
115	-11.6188345	-5.576634	Pública	 Nós as acompanhávamos em sua velhice e as convencíamos de que o melhor era deixar suas propriedades para a Igreja”	2021-01-14
116	-29.257347	-34.947395	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp_ 	2021-01-14
117	3.874497	-24.435333	Pública	"▪ NO AR! 🎧 No primeiro episódio de 2021, o podcast da Agência Pública aborda as ""terapias"" de reversão sexual, a chamada cura gay"	2021-01-15
118	-13.957621	-34.382206	Pública	 Ouça na sua plataforma de streaming favorita! agen	2021-01-15
119	-8.752519	-2.5928218	Pública	▪ Nossa reportagem conta como foi se infiltrar em congressos cristãos e realizar toda essa apuração, e o papo ainda mostra como foram as decisões jornalísticas para se apurar um tema tão sensível	2021-01-15
120	-29.26895	-34.91341	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp_ 	2021-01-15
121	13.997356	-12.688435	Pública	▪ Além do canal bolsonarista Terça Livre, outros 30 perfis investigados pelo Supremo Tribunal Federal em inquérito que apura a organização de atos contra instituições democráticas brasileiras endossaram a invasão ao Congresso nos Estados Unidos, com lives e postagens inflamadas no Twitter, segundo levantamento da Agência Pública	2021-01-08
122	19.735188	-8.646649	Pública	 ▪ Para o pesquisador de mídias digitais, David Nemer, através das redes sociais, os bolsonaristas “trouxeram o conflito americano para o Brasil”	2021-01-08
123	-10.723215	-2.2306595	Pública	 “Eles trouxeram isso como se fossem especialistas já falando que é fraude, que é um atentado contra a democracia, contra o Trump e tal, para um público que não seria muito interessado, mas acabou ficando interessado porque eles criaram essa guerra retórica”, disse	2021-01-08
124	-29.257706	-34.94669	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp_ 	2021-01-08
125	31.95209	13.495197	Pública	▪ Como cabo eleitoral, Bolsonaro foi um fracasso, mas eleições municipais não indicam a queda do bolsonarismo: partidos da direita tradicional e conservadora foram os maiores vitoriosos e utilizando da mesma estratégia de desinformação das eleições de 2018, aponta a cientista política da Universidade de Brasília (UNB) Flávia Biroli	2020-12-01
126	30.77034	12.218101	Pública	 “O PP ganhou essa eleição e é agora o partido mais próximo de Bolsonaro no Congresso	2020-12-01
127	6.83632	11.436049	Pública	▪ Apesar das prefeituras em grande parte ficarem na mão dessa direita tradicional, as Câmaras têm uma quantidade significativa de vereadores progressistas: “Houve, nessa eleição, uma importante renovação das esquerdas nas câmaras de vereadores das capitais	2020-12-01
128	8.172362	13.131771	Pública	 Tivemos um número maior de candidatas mulheres, negros, jovens, LGBTIs eleitos com campanhas marcadas por pautas progressistas”, explica	2020-12-01
129	-28.90893	-34.322136	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2020-12-01
130	-14.468833	2.5593042	Pública	▪ Janeiro é o *último mês* para você garantir nosso livro comemorativo de dez anos	2021-01-06
131	-19.539162	-25.415405	Pública	 🎉🎉 Funciona assim: passando a contribuir a partir de R$ 50/mês, leitores e leitoras receberão o livro de recompensa, além de ajudar a garantir mais uma década de jornalismo corajoso! Saiba mais: 	2021-01-06
132	22.884708	-24.327883	Pública	▪ Há nove anos, a Agência Pública faz reportagens de impacto, que combatem as violações de direitos humanos e lutam pela democracia brasileira	2021-01-06
133	-20.10802	-2.395233	Pública	 Mas para continuarmos fazendo nosso trabalho e incomodando os poderosos, precisamos de você	2021-01-06
134	21.82021	-26.532558	Pública	▪ Fundada por mulheres, somos a primeira agência de jornalismo investigativo sem fins lucrativos do Brasil	2021-01-06
135	6.999494	21.555191	Pública	 Denunciamos governos corruptos, os impactos sociais e ambientais de empresas, a violência contra populações vulneráveis na cidade e no campo	2021-01-06
136	-29.26062	-34.933754	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp_ 	2021-01-06
137	23.315884	-24.409096	Pública	▪ A Agência Pública em parceria com o Idec está convocando repórteres de todo o país a propor pautas investigativas sobre acesso à internet no Brasil e as diversas questões relacionadas ao tema, como falta de acesso a dispositivos, franquias de dados limitadas e bloqueio do acesso móvel	2021-01-04
138	-18.940035	-27.602154	Pública	 As inscrições vão até o dia 5 de fevereiro e devem ser feita neste link: 	2021-01-04
139	-28.308743	-34.801537	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2021-01-04
140	-20.683569	-27.080383	Pública	Oi! Gostaria de receber os conteúdos da Pública!	2020-11-04
141	15.485375	-6.6426764	Pública	▪ Quase mil dias após o assassinato da veradora Marielle Franco, vereadoras negras eleitas: “A sociedade não tem estruturas de acolhimento eficazes para as mulheres negras vítimas de violência política mesmo depois do que aconteceu com minha irmã”, afirma Anielle Franco, que também critica a falta de vontade dos partidos em apoiar mais candidatas pretas	2020-11-24
142	13.358078	0.1287903	Pública	▪ Quanto aos recentes protestos pela morte de João Alberto na rede de supermercados Carrefour, em Porto Alegre, Anielle aponta que os movimentos negros estão mais organizados do que nunca	2020-11-24
143	38.421432	4.8684325	Pública	 “A população preta vai às ruas há 500 anos para gritar e pedir que parem de nos matar	2020-11-24
144	-13.38683	-5.904982	Pública	 E seguiremos fazendo isso até que parem de nos matar de fato	2020-11-24
145	-28.914923	-34.323135	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2020-11-24
146	28.155165	8.862731	Pública	▪ Articulador político influente no Congresso, o deputado federal Marcos Pereira, líder do Republicanos, aponta quais pautas esperar do mandato de Arthur Lira (PP) como presidente da Câmara: Bolsonaro por enquanto está blindado, não haverá impeachment	2021-02-09
147	-0.025047038	10.933336	Pública	▪ Para o congressista, as principais pautas a serem tocadas são as econômicas: “Entre elas a PEC emergencial (que abre caminho para cortes como redução de salário de servidores), e as reformas administrativa e tributária	2021-02-09
148	-11.798274	-4.426426	Pública	 As pautas mais polêmicas, se quiser enfrentar, que seja depois	2021-02-09
149	-5.888211	-16.87613	Pública	 Porque quem vai gerar emprego e renda são as pautas econômicas”, afirma o republicano	2021-02-09
150	-28.715916	-35.214577	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp 	2021-02-09
151	-21.440496	23.832108	Pública	▪ Levantamento inédito realizado por nove veículos independentes, entre eles a *Agência Pública*, mostra que nos 15 primeiros dias de novembro houve 114 ocorrências de violência contra candidatos e eleitores	2020-11-23
152	-17.375118	20.546803	Pública	 Em média, aconteceu um episódio de violência política a cada 3 horas nesse período	2020-11-23
153	-16.627634	20.069761	Pública	▪ De ofensas e ameaças a tentativas de homicídio, as regiões Sudeste e Nordeste foram as campeãs em violência com motivações políticas	2020-11-23
154	14.082344	-6.723219	Pública	 No município de Governador Lindenberg, no Espírito Santo, o então candidato à prefeitura pelo PSB, Paulo Coradini, teve explosivos deixados na entrada de sua residência	2020-11-23
155	-28.86255	-34.314632	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp: 	2020-11-23
156	-14.572469	36.147083	Pública	▪ Mais de 12 mil indígenas são invisíveis para o governo federal: sem terras demarcadas, eles ficaram de fora do plano nacional de vacinação	2021-02-12
157	-20.788315	27.883715	Pública	 “É como se nós não existíssemos”, relata Luiz Katu, cacique da Aldeia Potiguara de Catu, onde foi registrada a maior quantidade de casos de Covid-19 entre as aldeias do Rio Grande do Norte	2021-02-12
158	-15.238069	34.496426	Pública	▪ Indígenas da América do Sul estão entre os grupos mais vulneráveis durante a pandemia, com taxas de mortalidade superiores a de outras populações	2021-02-12
159	-15.007033	34.56134	Pública	 Esses povos correm risco maior de genocídio não apenas pelo vírus, mas também pela falta de proteção aos seus territórios	2021-02-12
160	-28.698599	-35.213562	Pública	_Recebeu esta mensagem de um amigo? Entre neste link para receber conteúdos da Pública no Whatsapp 	2021-02-12
161	-24.250027	-34.566795	Pública	‎As mensagens e as ligações são protegidas com a criptografia de ponta a ponta e ficam somente entre você e os participantes desta conversa	2020-11-04
162	-25.740616	-34.05349	Pública	 Nem mesmo o WhatsApp pode ler ou ouvi-las	2020-11-04
163	-11.796603	8.246275	Pública	▪ Até agosto de 2020, mineradoras deviam pelo menos R$ 56,4 bilhões para a União, estados e municípios – incluindo calotes e dívidas em pagamento, consideradas regulares	2021-01-19
164	-9.298252	5.1994905	Pública	 Somente os débitos irregulares somam R$ 8,6 bilhões, ou seja, pouco menos de um quinto do total	2021-01-19
